run_id,best_target,best_family,best_d_total
558.0,rho,rho_like,22.034455117066095
559.0,proton,nucleon_like,18.945563294339784
560.0,rho,rho_like,21.196005279893427
561.0,proton,nucleon_like,11.610093899277885
562.0,proton,nucleon_like,8.272344013234472
563.0,proton,nucleon_like,17.591361420648433
564.0,proton,nucleon_like,18.555727653741087
565.0,proton,nucleon_like,7.334537088051441
566.0,proton,nucleon_like,19.86736457601747
567.0,rho,rho_like,8.045678844992533
568.0,pion,pion_like,10.390051420761838
569.0,proton,nucleon_like,23.177781009423004
570.0,rho,rho_like,11.440740503183191
571.0,proton,nucleon_like,17.271012952912606
572.0,proton,nucleon_like,21.65428408623802
573.0,proton,nucleon_like,20.638091063255487
574.0,rho,rho_like,22.456172273022574
575.0,proton,nucleon_like,11.610093899277885
576.0,proton,nucleon_like,19.08839453140012
577.0,proton,nucleon_like,17.30098281354443
578.0,proton,nucleon_like,11.14053409001702
579.0,proton,nucleon_like,4.300288204293472
580.0,proton,nucleon_like,19.02538075034409
581.0,rho,rho_like,24.59135740505596
582.0,proton,nucleon_like,21.654284086238018
583.0,proton,nucleon_like,19.08839453140013
584.0,proton,nucleon_like,11.401400650717486
585.0,rho,rho_like,9.792955497531882
586.0,pion,pion_like,27.81788227104067
587.0,proton,nucleon_like,23.792747869315562
588.0,proton,nucleon_like,2.8753603266132317
589.0,proton,nucleon_like,19.025380750344095
590.0,proton,nucleon_like,11.14053409001702
591.0,rho,rho_like,8.819657942781337
592.0,proton,nucleon_like,11.14053409001702
593.0,rho,rho_like,10.119752889549765
594.0,proton,nucleon_like,20.49322257855847
595.0,proton,nucleon_like,21.440571200357844
596.0,rho,rho_like,10.119752889549765
597.0,proton,nucleon_like,11.14053409001702
598.0,proton,nucleon_like,15.944358285629509
599.0,rho,rho_like,12.304938023722219
600.0,proton,nucleon_like,2.8753603266132317
601.0,rho,rho_like,10.119752889549765
602.0,pion,pion_like,15.560946288426983
603.0,proton,nucleon_like,3.666986925324479
604.0,proton,nucleon_like,2.846159455948176
605.0,proton,nucleon_like,21.695845671970545
606.0,proton,nucleon_like,4.300288204293472
607.0,rho,rho_like,9.337859891139978
608.0,proton,nucleon_like,20.177145884674093
609.0,proton,nucleon_like,6.040206998621517
610.0,rho,rho_like,10.119752889549765
611.0,proton,nucleon_like,3.86155784183946
612.0,proton,nucleon_like,19.025380750344087
613.0,proton,nucleon_like,11.401400650717491
614.0,proton,nucleon_like,22.78291774952895
615.0,rho,rho_like,9.882098564741813
616.0,proton,nucleon_like,16.913811337405768
617.0,proton,nucleon_like,11.14053409001702
618.0,proton,nucleon_like,19.025380750344087
619.0,proton,nucleon_like,19.025380750344087
620.0,proton,nucleon_like,6.1528792834920285
621.0,proton,nucleon_like,20.391963920981105
622.0,proton,nucleon_like,2.439565260153411
623.0,rho,rho_like,10.064883184089908
624.0,proton,nucleon_like,18.94556329433978
625.0,pion,pion_like,27.81788227104067
626.0,pion,pion_like,13.040366711357237
627.0,rho,rho_like,10.119752889549764
628.0,proton,nucleon_like,18.43372017631067
629.0,proton,nucleon_like,20.49322257855848
630.0,proton,nucleon_like,16.913811337405768
631.0,rho,rho_like,10.119752889549764
632.0,proton,nucleon_like,18.945563294339784
633.0,proton,nucleon_like,11.61009389927788
634.0,rho,rho_like,10.119752889549769
635.0,pion,pion_like,10.390051420761836
636.0,rho,rho_like,10.119752889549765
637.0,proton,nucleon_like,20.300064598962475
638.0,rho,rho_like,9.835802273209062
639.0,rho,rho_like,9.337859891139978
640.0,proton,nucleon_like,11.401400650717505
641.0,rho,rho_like,22.058024138210047
642.0,pion,pion_like,25.460779197461115
643.0,proton,nucleon_like,2.439565260153407
644.0,rho,rho_like,10.631216734351295
645.0,proton,nucleon_like,20.384571215035724
