attempt_id	species_id	memory_score_k10
482	d808afe0a7681f8aeff03c13f367119e400c6c7cd85c8c777c41cf1ba65303f5	-6.092836127463038
483	250ec8ca615f1ee2dedf4f29e3f851160e9f52c7f366bb297e0dd1db4b60f15b	-12.368620161452696
486	dd2e724afa0685324001f8ba422ba35f282278e07ae8821d1067c51458946e4e	-1.7008787164793566
487	51c243ebfe0ac39fd43c3d15a18b12fb9d36d9236e60111959a74bdef52dab52	-0.6060357287773386
489	c89e4c7be25d7a387e7a32ff8b13124c450863cd783ddf8ddbd82918d3aa906c	-30.162557235211487
494	0fe96c7558332f25ec0ed35c626bbae36f6307952d027bb889f9f455080924a8	-4.927100090085546
495	99d63e6ba16aa80bf5ddc9a8f9d5ece9c14e254c5cde87eb33d2010db4b590d7	-0.43347283740647113
496	68c7e32abe15c2bfa424744c322c08f7841791d15d26fa48be7535757817798b	-0.05587726731037135
498	81d7faa0dd73477a61b85e1783e130a5e457647430a3f970bd3d4c9ca03bb99d	-0.050473865451779565
501	2b59c0103f9190a001c5afdd017524a3b8223702b42909211fdf23834681a3d9	-0.1448957551527732
506	caf9c25f1f9f0a6556c6bf6ca4a1f7d8b6ed7ef1d43f143e5564d63495272cc7	-0.20626342284181054
507	9c73f6c78cef5133c860b9549b5851cc4c8e770880c816d2cfe41e9975cde31b	-1.1323034731720152
508	8023b1bfb441a84d7004381dff8e8c710cab8826c9475359f08ed8a0acda552f	-1.959258568323619
509	9e00e92746e51ce25589cbb6301f1f781062f70728a6377aed2b4a27c9b736f6	-0.5301055744805965
511	38fcb85e643c9561cf7b54458b8d5c35a7b7efcc467a1034efbba34889c6ecbb	-0.669695286766337
512	a3339b5953d3134d1449ba339084d9bdf757821e939a03f57320a955d3deb3c5	-0.20849233653735988
514	4c99db2814bfb1366e465ff4f970926bb77674c42038a8c03fa3c8ff89af6f0c	-0.26485626130542617
515	b5a97450aa25831f79fc1f5944eeb93a0bac68c90c7b4d7391c76e4bf5e2e029	-14.119563283212416
516	0be6f7fe484b8b9c6dbf3b063712629d848df6fe1581ac9b05a0c6c8d28ea1e4	-3.244105993092658
520	5a2b6b36032975facc0b0a70afa0c5c8fda105d51f8856ba3795846b3c51338b	-0.03838946299805768
522	51dd3c30ae850cae4bae6c82681a0268f0edf445545e4cbb1a396a5461f325b1	-2.5540386877980525
524	274828f1858a3655e8e5683ba69493aca151b35f1b38fba78bad7b5036c7204f	-3.9124785713869574
525	a04939c54c0ebd68266269c8585648907faa09c549250eac51e29a4b06e17f6b	-0.7480131186723022
529	a6efc86714aa0ceaf4eb519fdc1256b7162029876cd9e54674fbcb2543b2b804	-0.19476905274257783
531	4f5e350fa1a27d56a1d1ebae5e9c4d19e2f8d7efe8bf167c74aaeff13143f50d	-0.108704790774792
536	b127edea0644f1ad51ab95fa8dbd3b14ca6031a4f7a9065ac09f5e59c77d3f63	-3.740381412548749
537	4a8eae1250d21b5875150dfd75d299a2f92c64edf3cb2ccb51d818d68c8e3636	-1.8333626798389706
538	8819be59a5213020be0c39549e00b6cffb3d72087a3230940645ee235bef8b9e	-0.8223244465282009
540	6dba8d845021f1e782b7b87e4d281fda9b5d175d8a6c53e50f9e647f9fd4ed56	-1.2103837458766376
542	1ad6bae7dd61ccf38ddea02196b57eb5a5c07c45a4b5f26e8dc34ff3d1b32630	-2.993095263416873
543	0b464067d201c3fcb51285591800e0c230512753a29688519bc2d2dd3ce67f11	-0.07972004572361269
544	3805b3525d4e73efa78e64fe5124aeb2c41a274c03a42eb19c77aac5c1c4dead	-53.97382621611284
